"","X","일자","종가","대비","등락률","시가","고가","저가","거래량","거래대금","상장시가총액","미국금리","한국금리","월","연도"
"1264",1264,2014-01-24,1940.56,-7.03,-0.36,1941.55,1947.01,1924.49,279237,4517695,539,0.25,2.5,1,2014
"1265",1265,2014-01-27,1910.34,-30.22,-1.56,1905.91,1918.68,1899.76,340433,4415731,438,0.25,2.5,1,2014
"1266",1266,2014-01-28,1916.93,6.59,0.34,1907.18,1919.26,1904.05,270495,4203369,460,0.25,2.5,1,2014
"1267",1267,2014-01-29,1941.15,24.22,1.26,1925.93,1941.71,1925.52,219931,4474473,542,0.25,2.5,1,2014
"1268",1268,2014-02-03,1919.96,-21.19,-1.09,1930.09,1931.81,1917.64,229649,3978605,473,0.25,2.5,2,2014
"1269",1269,2014-02-04,1886.85,-33.11,-1.72,1894.96,1898.08,1885.53,250976,4537324,357,0.25,2.5,2,2014
"1270",1270,2014-02-05,1891.32,4.47,0.24,1897.95,1901.4,1888.47,244029,3962750,374,0.25,2.5,2,2014
"1271",1271,2014-02-06,1907.89,16.57,0.88,1897.35,1910.91,1897.35,259441,4100991,434,0.25,2.5,2,2014
"1272",1272,2014-02-07,1922.5,14.61,0.77,1922.45,1923.25,1910.9,272962,4472645,483,0.25,2.5,2,2014
"1273",1273,2014-02-10,1923.3,0.8,0.04,1928.13,1928.39,1916.4,207959,3246751,486,0.25,2.5,2,2014
"1274",1274,2014-02-11,1932.06,8.76,0.46,1924.45,1935.29,1920.55,226381,3421273,507,0.25,2.5,2,2014
"1275",1275,2014-02-12,1935.84,3.78,0.2,1942.23,1942.23,1933.54,225374,3648993,527,0.25,2.5,2,2014
"1276",1276,2014-02-13,1926.96,-8.88,-0.46,1936.62,1944.73,1924.39,187857,2968183,500,0.25,2.5,2,2014
"1277",1277,2014-02-14,1940.28,13.32,0.69,1930.14,1946.81,1930.14,216591,3270026,558,0.25,2.5,2,2014
"1278",1278,2014-02-17,1946.36,6.08,0.31,1951.74,1955.04,1942.94,215468,3439629,594,0.25,2.5,2,2014
"1279",1279,2014-02-18,1946.91,0.55,0.03,1946.88,1951.06,1935.6,200447,2773013,606,0.25,2.5,2,2014
"1280",1280,2014-02-19,1942.93,-3.98,-0.2,1944.7,1944.7,1932.44,213564,3119311,581,0.25,2.5,2,2014
"1281",1281,2014-02-20,1930.57,-12.36,-0.64,1932.9,1941.13,1927.53,232323,3904855,517,0.25,2.5,2,2014
"1282",1282,2014-02-21,1957.83,27.26,1.41,1948.03,1957.83,1946.68,216316,3600765,686,0.25,2.5,2,2014
"1283",1283,2014-02-24,1949.05,-8.78,-0.45,1958.06,1961.41,1943.86,193814,2944617,631,0.25,2.5,2,2014
"1284",1284,2014-02-25,1964.86,15.81,0.81,1958.3,1964.86,1955.7,226039,3975946,718,0.25,2.5,2,2014
"1285",1285,2014-02-26,1970.77,5.91,0.3,1963.45,1973.88,1955.92,209148,3986950,751,0.25,2.5,2,2014
"1286",1286,2014-02-27,1978.43,7.66,0.39,1969.85,1980.37,1965.7,201056,3877560,788,0.25,2.5,2,2014
"1287",1287,2014-02-28,1979.99,1.56,0.08,1976.48,1981.15,1972.65,252826,4878448,811,0.25,2.5,2,2014
"1288",1288,2014-03-03,1964.69,-15.3,-0.77,1967.9,1969.16,1955.11,222622,3469132,732,0.25,2.5,3,2014
"1289",1289,2014-03-04,1954.11,-10.58,-0.54,1954.58,1963.56,1952.61,200370,3113422,680,0.25,2.5,3,2014
"1290",1290,2014-03-05,1971.24,17.13,0.88,1973.28,1977.3,1970.28,197699,3626531,766,0.25,2.5,3,2014
"1291",1291,2014-03-06,1975.62,4.38,0.22,1973.67,1975.62,1968.17,193740,3410649,785,0.25,2.5,3,2014
"1292",1292,2014-03-07,1974.68,-0.94,-0.05,1979.7,1983.53,1968.66,231557,3515860,780,0.25,2.5,3,2014
"1293",1293,2014-03-10,1954.42,-20.26,-1.03,1967.63,1967.66,1951.96,214944,3440604,690,0.25,2.5,3,2014
"1294",1294,2014-03-11,1963.87,9.45,0.48,1957.22,1963.87,1951.2,247468,3473789,734,0.25,2.5,3,2014
"1295",1295,2014-03-12,1932.54,-31.33,-1.6,1957.67,1958.09,1930.48,329924,4312315,553,0.25,2.5,3,2014
"1296",1296,2014-03-13,1934.38,1.84,0.1,1940.35,1946.28,1931.75,259620,4479877,561,0.25,2.5,3,2014
"1297",1297,2014-03-14,1919.9,-14.48,-0.75,1916.07,1927.89,1913.64,254026,4059805,502,0.25,2.5,3,2014
"1298",1298,2014-03-17,1927.53,7.63,0.4,1921.15,1928.43,1919.61,214930,3314520,521,0.25,2.5,3,2014
"1299",1299,2014-03-18,1940.21,12.68,0.66,1941.12,1946.14,1931.83,274288,3630380,582,0.25,2.5,3,2014
"1300",1300,2014-03-19,1937.68,-2.53,-0.13,1947.34,1948.15,1935.27,249083,3439445,565,0.25,2.5,3,2014
"1301",1301,2014-03-20,1919.52,-18.16,-0.94,1934.15,1934.63,1919.37,220601,3338319,494,0.25,2.5,3,2014
"1302",1302,2014-03-21,1934.94,15.42,0.8,1930.24,1935.18,1927.85,252871,3505573,587,0.25,2.5,3,2014
"1303",1303,2014-03-24,1945.55,10.61,0.55,1937.06,1950.54,1937.06,228281,3312591,652,0.25,2.5,3,2014
"1304",1304,2014-03-25,1941.25,-4.3,-0.22,1940.9,1946.09,1936.62,225161,3784243,617,0.25,2.5,3,2014
"1305",1305,2014-03-26,1964.31,23.06,1.19,1954.6,1965.44,1953.69,248946,4037196,753,0.25,2.5,3,2014
"1306",1306,2014-03-27,1977.97,13.66,0.7,1963.66,1979.7,1963.1,218061,3995924,836,0.25,2.5,3,2014
"1307",1307,2014-03-28,1981,3.03,0.15,1972.63,1985.5,1971.25,244600,3446079,855,0.25,2.5,3,2014
"1308",1308,2014-03-31,1985.61,4.61,0.23,1988.73,1989.8,1973.05,241041,4468746,870,0.25,2.5,3,2014
"1309",1309,2014-04-01,1991.98,6.37,0.32,1983.78,1991.98,1976.06,214642,3928822,886,0.25,2.5,4,2014
"1310",1310,2014-04-02,1997.25,5.27,0.26,2000.13,2001.26,1995.08,220913,3990737,904,0.25,2.5,4,2014
"1311",1311,2014-04-03,1993.7,-3.55,-0.18,1999.42,2007.88,1992.16,225726,4246353,897,0.25,2.5,4,2014
"1312",1312,2014-04-04,1988.09,-5.61,-0.28,1987.84,1993.96,1985.76,225636,4084987,876,0.25,2.5,4,2014
"1313",1313,2014-04-07,1989.7,1.61,0.08,1984.29,1992.18,1978.63,186350,3728397,880,0.25,2.5,4,2014
"1314",1314,2014-04-08,1993.03,3.33,0.17,1977.61,1994.58,1977.61,218149,3764184,894,0.25,2.5,4,2014
"1315",1315,2014-04-09,1998.95,5.92,0.3,1997.98,2001.15,1992.12,233699,4788022,919,0.25,2.5,4,2014
"1316",1316,2014-04-10,2008.61,9.66,0.48,2007.71,2008.98,1995.79,232447,4238894,962,0.25,2.5,4,2014
"1317",1317,2014-04-11,1997.44,-11.17,-0.56,1985.28,1997.44,1985.16,218126,3558322,914,0.25,2.5,4,2014
"1318",1318,2014-04-14,1997.02,-0.42,-0.02,1993.81,2001,1993.07,205712,2950553,909,0.25,2.5,4,2014
"1319",1319,2014-04-15,1992.27,-4.75,-0.24,2008.49,2009.04,1990.34,194527,3499220,891,0.25,2.5,4,2014
"1320",1320,2014-04-16,1992.21,-0.06,0,1994.31,1995.86,1986.25,230741,3310621,892,0.25,2.5,4,2014
"1321",1321,2014-04-17,1992.05,-0.16,-0.01,2000.47,2001.29,1984.98,200186,2909693,888,0.25,2.5,4,2014
"1322",1322,2014-04-18,2004.28,12.23,0.61,1998.52,2005.22,1998.26,206507,2819027,947,0.25,2.5,4,2014
"1323",1323,2014-04-21,1999.22,-5.06,-0.25,2006.21,2006.95,1993.53,205579,2224803,922,0.25,2.5,4,2014
"1324",1324,2014-04-22,2004.22,5,0.25,2000.94,2004.42,1991.47,212020,3146989,945,0.25,2.5,4,2014
"1325",1325,2014-04-23,2000.37,-3.85,-0.19,2010.06,2013.09,1999.78,241735,4199638,928,0.25,2.5,4,2014
"1326",1326,2014-04-24,1998.34,-2.03,-0.1,2006.38,2007.17,1993.18,235075,3606129,923,0.25,2.5,4,2014
"1327",1327,2014-04-25,1971.66,-26.68,-1.34,1996.61,1996.64,1971.66,208364,3799283,821,0.25,2.5,4,2014
"1328",1328,2014-04-28,1969.26,-2.4,-0.12,1969.04,1976.56,1969.04,168833,2847285,809,0.25,2.5,4,2014
"1329",1329,2014-04-29,1964.77,-4.49,-0.23,1974.67,1976.17,1960.36,177609,3042953,777,0.25,2.5,4,2014
"1330",1330,2014-04-30,1961.79,-2.98,-0.15,1973.56,1974.33,1955.15,227318,3929405,762,0.25,2.5,4,2014
"1331",1331,2014-05-02,1959.44,-2.35,-0.12,1966.29,1968.5,1956.32,179541,3311796,754,0.25,2.5,5,2014
"1332",1332,2014-05-07,1939.88,-19.56,-1,1964.19,1964.19,1939.55,193041,3640810,646,0.25,2.5,5,2014
"1333",1333,2014-05-08,1950.6,10.72,0.55,1945.94,1950.6,1934.72,222431,3990941,715,0.25,2.5,5,2014
"1334",1334,2014-05-09,1956.55,5.95,0.31,1953.48,1958.34,1949.64,205210,3484374,740,0.25,2.5,5,2014
"1335",1335,2014-05-12,1964.94,8.39,0.43,1956.26,1966.64,1950.91,201644,3790541,787,0.25,2.5,5,2014
"1336",1336,2014-05-13,1982.93,17.99,0.92,1973.08,1988.41,1969.6,242163,3754720,871,0.25,2.5,5,2014
"1337",1337,2014-05-14,2010.83,27.9,1.41,1990.99,2010.85,1990.79,233872,3783903,987,0.25,2.5,5,2014
"1338",1338,2014-05-15,2010.2,-0.63,-0.03,2007.88,2015.37,2006.38,259392,3463925,985,0.25,2.5,5,2014
"1339",1339,2014-05-16,2013.44,3.24,0.16,2003.48,2013.44,1997.27,232530,4068564,1000,0.25,2.5,5,2014
"1340",1340,2014-05-19,2015.14,1.7,0.08,2013.79,2015.53,2002.89,265596,4486142,1023,0.25,2.5,5,2014
"1341",1341,2014-05-20,2011.26,-3.88,-0.19,2011.85,2014.46,2004.32,248337,3912590,1011,0.25,2.5,5,2014
"1342",1342,2014-05-21,2008.33,-2.93,-0.15,2003.48,2015.63,2001.74,224091,3402512,993,0.25,2.5,5,2014
"1343",1343,2014-05-22,2015.59,7.26,0.36,2015.41,2022.59,2011.6,231079,3663770,1035,0.25,2.5,5,2014
"1344",1344,2014-05-23,2017.17,1.58,0.08,2013.09,2017.96,2011.76,241806,3171820,1037,0.25,2.5,5,2014
"1345",1345,2014-05-26,2010.35,-6.82,-0.34,2016.21,2020.96,2008.14,196576,2724855,1001,0.25,2.5,5,2014
"1346",1346,2014-05-27,1997.63,-12.72,-0.63,2014.87,2016.73,1988.44,221792,2756316,946,0.25,2.5,5,2014
"1347",1347,2014-05-28,2017.06,19.43,0.97,2000.26,2017.06,1997.89,210651,3321719,1032,0.25,2.5,5,2014
"1348",1348,2014-05-29,2012.26,-4.8,-0.24,2020.67,2021.96,2009.23,228539,3689730,1018,0.25,2.5,5,2014
"1349",1349,2014-05-30,1994.96,-17.3,-0.86,2015.37,2019.17,1994.96,247325,5225528,940,0.25,2.5,5,2014
"1350",1350,2014-06-02,2002,7.04,0.35,1998.81,2006.93,1995.69,265591,3161273,971,0.25,2.5,6,2014
"1351",1351,2014-06-03,2008.56,6.56,0.33,2006.31,2008.56,1990.72,266745,4885634,996,0.25,2.5,6,2014
"1352",1352,2014-06-05,1995.48,-13.08,-0.65,2007.2,2007.2,1986.95,222092,5144478,941,0.25,2.5,6,2014
"1353",1353,2014-06-09,1990.04,-5.44,-0.27,2004.73,2008.86,1986.53,209610,4571158,906,0.25,2.5,6,2014
"1354",1354,2014-06-10,2011.8,21.76,1.09,2000.89,2011.87,1996.21,234933,3923313,1010,0.25,2.5,6,2014
"1355",1355,2014-06-11,2014.67,2.87,0.14,2009.51,2016.78,2006.73,238049,3885296,1017,0.25,2.5,6,2014
"1356",1356,2014-06-12,2011.65,-3.02,-0.15,2013.6,2015.8,2003.57,251876,4272657,1002,0.25,2.5,6,2014
"1357",1357,2014-06-13,1990.85,-20.8,-1.03,2005.55,2005.55,1984.04,223113,3563016,898,0.25,2.5,6,2014
"1358",1358,2014-06-16,1993.59,2.74,0.14,1986.86,1995.86,1985.3,233604,4477999,911,0.25,2.5,6,2014
"1359",1359,2014-06-17,2001.55,7.96,0.4,1994.89,2002.96,1991.53,236597,3624572,956,0.25,2.5,6,2014
"1360",1360,2014-06-18,1989.49,-12.06,-0.6,2002.26,2002.26,1987.03,216850,3461771,896,0.25,2.5,6,2014
"1361",1361,2014-06-19,1992.03,2.54,0.13,1994.23,1999.11,1985.89,257886,4106727,905,0.25,2.5,6,2014
"1362",1362,2014-06-20,1968.07,-23.96,-1.2,1990.71,1990.73,1965.12,232659,4818547,824,0.25,2.5,6,2014
"1363",1363,2014-06-23,1974.92,6.85,0.35,1975.1,1980.31,1971.61,231738,3413606,858,0.25,2.5,6,2014
"1364",1364,2014-06-24,1994.35,19.43,0.98,1976.24,1998.31,1976.24,250605,3664549,933,0.25,2.5,6,2014
"1365",1365,2014-06-25,1981.77,-12.58,-0.63,1992.69,1993.6,1980.78,336654,3377439,883,0.25,2.5,6,2014
"1366",1366,2014-06-26,1995.05,13.28,0.67,1983,1997.08,1982.48,273508,3888526,944,0.25,2.5,6,2014
"1367",1367,2014-06-27,1988.51,-6.54,-0.33,1990.9,1997.01,1983.88,218845,3395119,908,0.25,2.5,6,2014
"1368",1368,2014-06-30,2002.21,13.7,0.69,1996.13,2002.21,1992.65,201128,2989877,974,0.25,2.5,6,2014
"1369",1369,2014-07-01,1999,-3.21,-0.16,1993.29,1999,1987.89,238871,3004955,959,0.25,2.5,7,2014
"1370",1370,2014-07-02,2015.28,16.28,0.81,2008,2016.36,2002.4,318423,3854655,1033,0.25,2.5,7,2014
"1371",1371,2014-07-03,2010.97,-4.31,-0.21,2015.99,2015.99,2007.86,259914,3515649,1012,0.25,2.5,7,2014
"1372",1372,2014-07-04,2009.66,-1.31,-0.07,2018.35,2018.35,2005.84,241514,3091701,1003,0.25,2.5,7,2014
"1373",1373,2014-07-07,2005.12,-4.54,-0.23,2007.53,2009.32,1998.03,228339,3060457,977,0.25,2.5,7,2014
"1374",1374,2014-07-08,2006.66,1.54,0.08,2003.55,2009.22,1997.87,259357,3463333,980,0.25,2.5,7,2014
"1375",1375,2014-07-09,2000.5,-6.16,-0.31,1997.57,2000.89,1992.42,272746,3767880,954,0.25,2.5,7,2014
"1376",1376,2014-07-10,2002.84,2.34,0.12,2004.63,2006.5,1999.96,327639,3719177,965,0.25,2.5,7,2014
"1377",1377,2014-07-11,1988.74,-14.1,-0.7,1988.93,1993.46,1985.53,277018,3625600,899,0.25,2.5,7,2014
"1378",1378,2014-07-14,1993.88,5.14,0.26,1998.26,2001.11,1993.57,270389,3138080,936,0.25,2.5,7,2014
"1379",1379,2014-07-15,2012.72,18.84,0.94,2004.93,2015.54,2004.49,361202,4151005,1024,0.25,2.5,7,2014
"1380",1380,2014-07-16,2013.48,0.76,0.04,2015.67,2018.05,2008.99,315167,3996303,1028,0.25,2.5,7,2014
"1381",1381,2014-07-17,2020.9,7.42,0.37,2020.52,2025.41,2018.77,322695,3930847,1053,0.25,2.5,7,2014
"1382",1382,2014-07-18,2019.42,-1.48,-0.07,2007.12,2019.42,2006.01,304521,3675088,1049,0.25,2.5,7,2014
"1383",1383,2014-07-21,2018.5,-0.92,-0.05,2028.02,2030.61,2016.42,274627,3283644,1047,0.25,2.5,7,2014
"1384",1384,2014-07-22,2028.93,10.43,0.52,2021.18,2028.93,2017.76,265888,3216327,1087,0.25,2.5,7,2014
"1385",1385,2014-07-23,2028.32,-0.61,-0.03,2032.73,2035.24,2025,353511,4257989,1081,0.25,2.5,7,2014
"1386",1386,2014-07-24,2026.62,-1.7,-0.08,2032.94,2034.72,2021.22,323591,4637131,1074,0.25,2.5,7,2014
"1387",1387,2014-07-25,2033.85,7.23,0.36,2030.04,2036.2,2027.33,282770,4013166,1110,0.25,2.5,7,2014
"1388",1388,2014-07-28,2048.81,14.96,0.74,2035.96,2053.84,2035.96,349019,4671198,1145,0.25,2.5,7,2014
"1389",1389,2014-07-29,2061.97,13.16,0.64,2054.03,2065.96,2053.41,408767,6010165,1178,0.25,2.5,7,2014
"1390",1390,2014-07-30,2082.61,20.64,1,2064.47,2093.08,2062.88,343286,6554445,1252,0.25,2.5,7,2014
"1391",1391,2014-07-31,2076.12,-6.49,-0.31,2081.75,2090.57,2070.78,383727,6152484,1230,0.25,2.5,7,2014
"1392",1392,2014-08-01,2073.1,-3.02,-0.15,2063.71,2079.81,2062.54,271966,5045081,1214,0.25,2.5,8,2014
"1393",1393,2014-08-04,2080.42,7.32,0.35,2080.77,2083.05,2067.17,253202,3928490,1240,0.25,2.5,8,2014
"1394",1394,2014-08-05,2066.26,-14.16,-0.68,2076.17,2077.73,2058.92,346821,4091101,1190,0.25,2.5,8,2014
"1395",1395,2014-08-06,2060.73,-5.53,-0.27,2062.93,2068.08,2055.68,377267,5166631,1180,0.25,2.5,8,2014
"1396",1396,2014-08-07,2054.51,-6.22,-0.3,2062.24,2063.53,2047.75,292936,3839026,1166,0.25,2.5,8,2014
"1397",1397,2014-08-08,2031.1,-23.41,-1.14,2049.51,2051.06,2026.56,354821,4575174,1106,0.25,2.5,8,2014
"1398",1398,2014-08-11,2039.37,8.27,0.41,2048.18,2048.18,2037.8,285843,3639332,1129,0.25,2.5,8,2014
"1399",1399,2014-08-12,2041.47,2.1,0.1,2048.39,2055.85,2038.14,312800,3787468,1132,0.25,2.5,8,2014
"1400",1400,2014-08-13,2062.36,20.89,1.02,2046.68,2062.36,2043.11,280664,4259535,1184,0.25,2.5,8,2014
"1401",1401,2014-08-14,2063.22,0.86,0.04,2065.69,2073.42,2056.06,270849,3896829,1191,0.25,2.25,8,2014
"1402",1402,2014-08-18,2053.13,-10.09,-0.49,2070.95,2073.05,2053.13,300419,3681608,1160,0.25,2.25,8,2014
"1403",1403,2014-08-19,2071.14,18.01,0.88,2065.19,2074.43,2064.34,327123,4354976,1216,0.25,2.25,8,2014
"1404",1404,2014-08-20,2072.78,1.64,0.08,2080.77,2082.21,2063.61,315355,4570238,1223,0.25,2.25,8,2014
"1405",1405,2014-08-21,2044.21,-28.57,-1.38,2067.63,2068.22,2041.91,307795,4543755,1139,0.25,2.25,8,2014
"1406",1406,2014-08-22,2056.7,12.49,0.61,2048.24,2058.46,2046.54,277858,3518019,1169,0.25,2.25,8,2014
"1407",1407,2014-08-25,2060.89,4.19,0.2,2049.16,2062.23,2044.2,272045,3509580,1175,0.25,2.25,8,2014
"1408",1408,2014-08-26,2068.05,7.16,0.35,2069.07,2072.42,2065.15,288908,3681605,1198,0.25,2.25,8,2014
"1409",1409,2014-08-27,2074.93,6.88,0.33,2075.45,2081.83,2070.77,337612,4377076,1225,0.25,2.25,8,2014
"1410",1410,2014-08-28,2075.76,0.83,0.04,2083.03,2088.86,2072.14,305877,3856656,1231,0.25,2.25,8,2014
"1411",1411,2014-08-29,2068.54,-7.22,-0.35,2070.73,2073.03,2060.14,301374,4170410,1211,0.25,2.25,8,2014
"1412",1412,2014-09-01,2067.86,-0.68,-0.03,2067.8,2072.59,2062.3,272469,3227361,1205,0.25,2.25,9,2014
"1413",1413,2014-09-02,2051.58,-16.28,-0.79,2065.97,2066,2049.15,323115,4036802,1155,0.25,2.25,9,2014
"1414",1414,2014-09-03,2051.2,-0.38,-0.02,2050.09,2054.08,2040.44,337971,4788980,1152,0.25,2.25,9,2014
"1415",1415,2014-09-04,2056.26,5.06,0.25,2059.05,2065.27,2050.79,376388,4565258,1165,0.25,2.25,9,2014
"1416",1416,2014-09-05,2049.41,-6.85,-0.33,2053.18,2059.04,2044.68,343350,4008853,1148,0.25,2.25,9,2014
"1417",1417,2014-09-11,2034.16,-15.25,-0.74,2046.97,2052.16,2034.13,333410,5085207,1114,0.25,2.25,9,2014
"1418",1418,2014-09-12,2041.86,7.7,0.38,2042.51,2048.21,2037.37,362672,3902826,1133,0.25,2.25,9,2014
"1419",1419,2014-09-15,2035.82,-6.04,-0.3,2039.03,2040.08,2028.8,297606,3193377,1117,0.25,2.25,9,2014
"1420",1420,2014-09-16,2042.92,7.1,0.35,2039.92,2045.65,2036.23,365691,3124074,1135,0.25,2.25,9,2014
"1421",1421,2014-09-17,2062.61,19.69,0.96,2052.06,2062.62,2051.11,351669,3547677,1183,0.25,2.25,9,2014
"1422",1422,2014-09-18,2047.74,-14.87,-0.72,2058.21,2063.26,2044.17,394273,5301546,1143,0.25,2.25,9,2014
"1423",1423,2014-09-19,2053.82,6.08,0.3,2057.56,2062.37,2053.66,397737,5082729,1150,0.25,2.25,9,2014
"1424",1424,2014-09-22,2039.27,-14.55,-0.71,2053.3,2053.3,2032.36,323891,3546258,1113,0.25,2.25,9,2014
"1425",1425,2014-09-23,2028.91,-10.36,-0.51,2028.9,2036.25,2025.16,427814,4684342,1066,0.25,2.25,9,2014
"1426",1426,2014-09-24,2035.64,6.73,0.33,2024.75,2036.26,2019.91,332586,4454289,1093,0.25,2.25,9,2014
"1427",1427,2014-09-25,2034.11,-1.53,-0.08,2045.66,2046.26,2030.09,325375,4767145,1086,0.25,2.25,9,2014
"1428",1428,2014-09-26,2031.64,-2.47,-0.12,2019.17,2031.65,2018.7,313524,3923739,1075,0.25,2.25,9,2014
"1429",1429,2014-09-29,2026.6,-5.04,-0.25,2035.93,2036.44,2021.37,339588,4482154,1059,0.25,2.25,9,2014
"1430",1430,2014-09-30,2020.09,-6.51,-0.32,2023.18,2029.17,2007.3,322812,4735620,1040,0.25,2.25,9,2014
"1431",1431,2014-10-01,1991.54,-28.55,-1.41,2013.47,2013.47,1989.84,351581,4441210,907,0.25,2.25,10,2014
"1432",1432,2014-10-02,1976.16,-15.38,-0.77,1984.43,1985.06,1966.17,322656,4729990,847,0.25,2.25,10,2014
"1433",1433,2014-10-06,1968.39,-7.77,-0.39,1987.89,1988.39,1968.3,325078,4815761,822,0.25,2.25,10,2014
"1434",1434,2014-10-07,1972.91,4.52,0.23,1979.83,1982.96,1966.22,328234,3867833,840,0.25,2.25,10,2014
"1435",1435,2014-10-08,1965.25,-7.66,-0.39,1957.9,1974.27,1957.9,266180,3830164,793,0.25,2.25,10,2014
"1436",1436,2014-10-10,1940.92,-24.33,-1.24,1953.98,1953.98,1931.88,342823,4426278,673,0.25,2.25,10,2014
"1437",1437,2014-10-13,1927.21,-13.71,-0.71,1919.48,1932.37,1918.48,308918,4026421,584,0.25,2.25,10,2014
"1438",1438,2014-10-14,1929.25,2.04,0.11,1933.45,1940.21,1926.87,335506,4173407,608,0.25,2.25,10,2014
"1439",1439,2014-10-15,1925.91,-3.34,-0.17,1932.11,1938.85,1918.77,310342,4086447,586,0.25,2,10,2014
"1440",1440,2014-10-16,1918.83,-7.08,-0.37,1911.45,1922.94,1904.77,313611,4714662,538,0.25,2,10,2014
"1441",1441,2014-10-17,1900.66,-18.17,-0.95,1923.51,1923.51,1896.54,362078,4649540,478,0.25,2,10,2014
"1442",1442,2014-10-20,1930.06,29.4,1.55,1918.84,1933.12,1917.54,344669,3613517,615,0.25,2,10,2014
"1443",1443,2014-10-21,1915.28,-14.78,-0.77,1923.62,1923.62,1911.03,405921,4370561,531,0.25,2,10,2014
"1444",1444,2014-10-22,1936.97,21.69,1.13,1936.91,1936.99,1924.21,399095,4413393,655,0.25,2,10,2014
"1445",1445,2014-10-23,1931.65,-5.32,-0.27,1932.43,1944.45,1924.14,372833,4410224,628,0.25,2,10,2014
"1446",1446,2014-10-24,1925.69,-5.96,-0.31,1942.46,1942.72,1916.84,419428,5303285,597,0.25,2,10,2014
"1447",1447,2014-10-27,1931.97,6.28,0.33,1933.91,1939.25,1929.26,408840,4067186,635,0.25,2,10,2014
"1448",1448,2014-10-28,1925.68,-6.29,-0.33,1935.46,1936.28,1924.37,414616,3836238,603,0.25,2,10,2014
"1449",1449,2014-10-29,1961.17,35.49,1.84,1938.8,1961.49,1931.59,396615,5453658,801,0.25,2,10,2014
"1450",1450,2014-10-30,1958.93,-2.24,-0.11,1956.92,1959.49,1944.24,311049,5001949,790,0.25,2,10,2014
"1451",1451,2014-10-31,1964.43,5.5,0.28,1963.26,1967.08,1951.07,349405,5484310,829,0.25,2,10,2014
"1452",1452,2014-11-03,1952.97,-11.46,-0.58,1959.66,1961.04,1947.83,344497,4531278,774,0.25,2,11,2014
"1453",1453,2014-11-04,1935.19,-17.78,-0.91,1950.15,1956.73,1928.52,391713,4971537,683,0.25,2,11,2014
"1454",1454,2014-11-05,1931.43,-3.76,-0.19,1938.61,1944.5,1928.99,332277,4070610,653,0.25,2,11,2014
"1455",1455,2014-11-06,1936.48,5.05,0.26,1933.45,1939.32,1923.05,360571,4810115,688,0.25,2,11,2014
"1456",1456,2014-11-07,1939.87,3.39,0.18,1935.75,1943.26,1932.17,255424,3698464,705,0.25,2,11,2014
"1457",1457,2014-11-10,1958.23,18.36,0.95,1952.79,1965.35,1952.79,313262,4569692,795,0.25,2,11,2014
"1458",1458,2014-11-11,1963,4.77,0.24,1957.87,1965.41,1956.23,311396,4487342,825,0.25,2,11,2014
"1459",1459,2014-11-12,1967.27,4.27,0.22,1965.21,1974.69,1961.66,348499,4453554,837,0.25,2,11,2014
"1460",1460,2014-11-13,1960.51,-6.76,-0.34,1970.64,1973.33,1954.88,332595,3955188,808,0.25,2,11,2014
"1461",1461,2014-11-14,1945.14,-15.37,-0.78,1959.64,1959.64,1940.49,314797,5229761,912,0.25,2,11,2014
"1462",1462,2014-11-17,1943.63,-1.51,-0.08,1941.83,1948.33,1935.95,277521,4295322,902,0.25,2,11,2014
"1463",1463,2014-11-18,1967.01,23.38,1.2,1951.93,1967.01,1951.93,251273,4162331,1019,0.25,2,11,2014
"1464",1464,2014-11-19,1966.87,-0.14,-0.01,1974.41,1974.41,1959.21,279559,4862234,1026,0.25,2,11,2014
"1465",1465,2014-11-20,1958.04,-8.83,-0.45,1960.72,1962.69,1952.44,339217,4897218,988,0.25,2,11,2014
"1466",1466,2014-11-21,1964.84,6.8,0.35,1966.89,1969.43,1959.81,345924,4312378,1020,0.25,2,11,2014
"1467",1467,2014-11-24,1978.54,13.7,0.7,1982.48,1985.18,1974.37,325448,5522180,1076,0.25,2,11,2014
"1468",1468,2014-11-25,1980.21,1.67,0.08,1981.52,1981.85,1973.8,283188,6179891,1071,0.25,2,11,2014
"1469",1469,2014-11-26,1980.84,0.63,0.03,1984.83,1985.43,1972.95,253288,4149141,1083,0.25,2,11,2014
"1470",1470,2014-11-27,1982.09,1.25,0.06,1993.65,1994.82,1982.08,295509,5571155,1109,0.25,2,11,2014
"1471",1471,2014-11-28,1980.78,-1.31,-0.07,1983.22,1984.73,1975.66,340696,4301527,1107,0.25,2,11,2014
"1472",1472,2014-12-01,1965.22,-15.56,-0.79,1971.95,1971.97,1962.15,333977,4702648,1042,0.25,2,12,2014
"1473",1473,2014-12-02,1965.83,0.61,0.03,1959.4,1965.83,1954.4,317912,3878547,1041,0.25,2,12,2014
"1474",1474,2014-12-03,1969.91,4.08,0.21,1969.57,1973.96,1964.77,271112,3300716,1054,0.25,2,12,2014
"1475",1475,2014-12-04,1986.61,16.7,0.85,1976.3,1988.56,1976.1,244390,3548271,1120,0.25,2,12,2014
"1476",1476,2014-12-05,1986.62,0.01,0,1986.6,1989.17,1983.36,305548,3434291,1122,0.25,2,12,2014
"1477",1477,2014-12-08,1978.95,-7.67,-0.39,1988.8,1990.04,1976.89,295139,3174102,1094,0.25,2,12,2014
"1478",1478,2014-12-09,1970.95,-8,-0.4,1977.05,1977.15,1968.85,541162,3920050,1060,0.25,2,12,2014
